1,講義棟101講義室,講義棟1階,25,72,14
1,講義棟102講義室,講義棟1階,25,127,15
1,講義棟103待機室,講義棟1階,173,71,6
1,講義棟104講義室,講義棟1階,173,128,5
0,講義棟1-1,講義棟1階,145,128,4,6
0,講義棟1-2,講義棟1階,145,71,3,5,17
0,講義棟1-3,講義棟1階,145,42,9,17
0,講義棟1-4,講義棟1階,164,48,17
0,講義棟1-5,講義棟1階,100,42,7,10,11,12
0,講義棟1-6,講義棟1階,100,-17,9
0,講義棟1-7,講義棟1階,100,144,9
0,講義棟1-8,講義棟1階,55,42,9,16
0,講義棟1-9,講義棟1階,35,48,16
0,講義棟1-10,講義棟1階,55,72,1,16,15
0,講義棟1-11,講義棟1階,55,127,2,14
0,講義棟1-12,講義棟1階,55,48,12,13,14
0,講義棟1-13,講義棟1階,145,48,6,7,8
